draw_number,numbers,bonus_number,prize_info,draw_date
822,"[9, 18, 20, 24, 27, 36]",12,"[{'rank': '1등', 'winners': '17,792,695,875원', 'prize_amount': '3', 'winners_per_prize': '5930898625.00000000'}, {'rank': '2등', 'winners': '2,965,449,386원', 'prize_amount': '79', 'winners_per_prize': '37537334.00000000'}, {'rank': '3등', 'winners': '2,965,449,621원', 'prize_amount': '2,153', 'winners_per_prize': '1377357.00000000'}, {'rank': '4등', 'winners': '5,439,450,000원', 'prize_amount': '108,789', 'winners_per_prize': '50000.00000000'}, {'rank': '5등', 'winners': '8,677,825,000원', 'prize_amount': '1,735,565', 'winners_per_prize': '5000.00000000'}]",2018년 09월 01일 추첨
823,"[12, 18, 24, 26, 39, 40]",15,"[{'rank': '1등', 'winners': '18,088,595,253원', 'prize_amount': '9', 'winners_per_prize': '2009843917.00000000'}, {'rank': '2등', 'winners': '3,014,765,912원', 'prize_amount': '61', 'winners_per_prize': '49422392.00000000'}, {'rank': '3등', 'winners': '3,014,766,256원', 'prize_amount': '2,348', 'winners_per_prize': '1283972.00000000'}, {'rank': '4등', 'winners': '5,603,250,000원', 'prize_amount': '112,065', 'winners_per_prize': '50000.00000000'}, {'rank': '5등', 'winners': '8,978,685,000원', 'prize_amount': '1,795,737', 'winners_per_prize': '5000.00000000'}]",2018년 09월 08일 추첨
824,"[7, 9, 24, 29, 34, 38]",26,"[{'rank': '1등', 'winners': '18,849,698,250원', 'prize_amount': '15', 'winners_per_prize': '1256646550.00000000'}, {'rank': '2등', 'winners': '3,141,616,422원', 'prize_amount': '51', 'winners_per_prize': '61600322.00000000'}, {'rank': '3등', 'winners': '3,141,617,076원', 'prize_amount': '2,106', 'winners_per_prize': '1491746.00000000'}, {'rank': '4등', 'winners': '5,267,950,000원', 'prize_amount': '105,359', 'winners_per_prize': '50000.00000000'}, {'rank': '5등', 'winners': '8,727,830,000원', 'prize_amount': '1,745,566', 'winners_per_prize': '5000.00000000'}]",2018년 09월 15일 추첨
825,"[8, 15, 21, 31, 33, 38]",42,"[{'rank': '1등', 'winners': '19,904,526,756원', 'prize_amount': '12', 'winners_per_prize': '1658710563.00000000'}, {'rank': '2등', 'winners': '3,317,421,156원', 'prize_amount': '53', 'winners_per_prize': '62592852.00000000'}, {'rank': '3등', 'winners': '3,317,421,185원', 'prize_amount': '2,249', 'winners_per_prize': '1475065.00000000'}, {'rank': '4등', 'winners': '5,653,500,000원', 'prize_amount': '113,070', 'winners_per_prize': '50000.00000000'}, {'rank': '5등', 'winners': '9,252,420,000원', 'prize_amount': '1,850,484', 'winners_per_prize': '5000.00000000'}]",2018년 09월 22일 추첨
826,"[13, 16, 24, 25, 33, 36]",42,"[{'rank': '1등', 'winners': '18,676,728,756원', 'prize_amount': '9', 'winners_per_prize': '2075192084.00000000'}, {'rank': '2등', 'winners': '3,112,788,145원', 'prize_amount': '47', 'winners_per_prize': '66229535.00000000'}, {'rank': '3등', 'winners': '3,112,789,608원', 'prize_amount': '2,232', 'winners_per_prize': '1394619.00000000'}, {'rank': '4등', 'winners': '5,431,300,000원', 'prize_amount': '108,626', 'winners_per_prize': '50000.00000000'}, {'rank': '5등', 'winners': '8,775,765,000원', 'prize_amount': '1,755,153', 'winners_per_prize': '5000.00000000'}]",2018년 09월 29일 추첨
827,"[5, 11, 12, 29, 33, 44]",14,"[{'rank': '1등', 'winners': '18,097,505,625원', 'prize_amount': '15', 'winners_per_prize': '1206500375.00000000'}, {'rank': '2등', 'winners': '3,016,250,958원', 'prize_amount': '46', 'winners_per_prize': '65570673.00000000'}, {'rank': '3등', 'winners': '3,016,252,562원', 'prize_amount': '2,113', 'winners_per_prize': '1427474.00000000'}, {'rank': '4등', 'winners': '5,308,200,000원', 'prize_amount': '106,164', 'winners_per_prize': '50000.00000000'}, {'rank': '5등', 'winners': '8,806,855,000원', 'prize_amount': '1,761,371', 'winners_per_prize': '5000.00000000'}]",2018년 10월 06일 추첨
828,"[4, 7, 13, 29, 31, 39]",18,"[{'rank': '1등', 'winners': '18,917,417,636원', 'prize_amount': '13', 'winners_per_prize': '1455185972.00000000'}, {'rank': '2등', 'winners': '3,152,902,988원', 'prize_amount': '62', 'winners_per_prize': '50853274.00000000'}, {'rank': '3등', 'winners': '3,152,903,280원', 'prize_amount': '1,968', 'winners_per_prize': '1602085.00000000'}, {'rank': '4등', 'winners': '5,032,200,000원', 'prize_amount': '100,644', 'winners_per_prize': '50000.00000000'}, {'rank': '5등', 'winners': '8,520,990,000원', 'prize_amount': '1,704,198', 'winners_per_prize': '5000.00000000'}]",2018년 10월 13일 추첨
829,"[4, 5, 31, 35, 43, 45]",29,"[{'rank': '1등', 'winners': '19,557,205,128원', 'prize_amount': '8', 'winners_per_prize': '2444650641.00000000'}, {'rank': '2등', 'winners': '3,259,534,230원', 'prize_amount': '45', 'winners_per_prize': '72434094.00000000'}, {'rank': '3등', 'winners': '3,259,534,223원', 'prize_amount': '1,837', 'winners_per_prize': '1774379.00000000'}, {'rank': '4등', 'winners': '4,733,950,000원', 'prize_amount': '94,679', 'winners_per_prize': '50000.00000000'}, {'rank': '5등', 'winners': '8,189,180,000원', 'prize_amount': '1,637,836', 'winners_per_prize': '5000.00000000'}]",2018년 10월 20일 추첨
830,"[5, 6, 16, 18, 37, 38]",17,"[{'rank': '1등', 'winners': '18,544,758,750원', 'prize_amount': '9', 'winners_per_prize': '2060528750.00000000'}, {'rank': '2등', 'winners': '3,090,793,200원', 'prize_amount': '80', 'winners_per_prize': '38634915.00000000'}, {'rank': '3등', 'winners': '3,090,794,616원', 'prize_amount': '2,142', 'winners_per_prize': '1442948.00000000'}, {'rank': '4등', 'winners': '5,310,300,000원', 'prize_amount': '106,206', 'winners_per_prize': '50000.00000000'}, {'rank': '5등', 'winners': '8,820,355,000원', 'prize_amount': '1,764,071', 'winners_per_prize': '5000.00000000'}]",2018년 10월 27일 추첨
831,"[3, 10, 16, 19, 31, 39]",9,"[{'rank': '1등', 'winners': '17,771,236,128원', 'prize_amount': '16', 'winners_per_prize': '1110702258.00000000'}, {'rank': '2등', 'winners': '2,961,872,690원', 'prize_amount': '61', 'winners_per_prize': '48555290.00000000'}, {'rank': '3등', 'winners': '2,961,872,760원', 'prize_amount': '2,660', 'winners_per_prize': '1113486.00000000'}, {'rank': '4등', 'winners': '5,866,600,000원', 'prize_amount': '117,332', 'winners_per_prize': '50000.00000000'}, {'rank': '5등', 'winners': '9,249,795,000원', 'prize_amount': '1,849,959', 'winners_per_prize': '5000.00000000'}]",2018년 11월 03일 추첨
832,"[13, 14, 19, 26, 40, 43]",30,"[{'rank': '1등', 'winners': '18,793,841,256원', 'prize_amount': '9', 'winners_per_prize': '2088204584.00000000'}, {'rank': '2등', 'winners': '3,132,306,900원', 'prize_amount': '60', 'winners_per_prize': '52205115.00000000'}, {'rank': '3등', 'winners': '3,132,307,750원', 'prize_amount': '2,137', 'winners_per_prize': '1465750.00000000'}, {'rank': '4등', 'winners': '5,115,600,000원', 'prize_amount': '102,312', 'winners_per_prize': '50000.00000000'}, {'rank': '5등', 'winners': '8,531,895,000원', 'prize_amount': '1,706,379', 'winners_per_prize': '5000.00000000'}]",2018년 11월 10일 추첨
833,"[12, 18, 30, 39, 41, 42]",19,"[{'rank': '1등', 'winners': '18,850,538,256원', 'prize_amount': '8', 'winners_per_prize': '2356317282.00000000'}, {'rank': '2등', 'winners': '3,141,756,419원', 'prize_amount': '53', 'winners_per_prize': '59278423.00000000'}, {'rank': '3등', 'winners': '3,141,756,555원', 'prize_amount': '1,945', 'winners_per_prize': '1615299.00000000'}, {'rank': '4등', 'winners': '5,157,600,000원', 'prize_amount': '103,152', 'winners_per_prize': '50000.00000000'}, {'rank': '5등', 'winners': '8,577,550,000원', 'prize_amount': '1,715,510', 'winners_per_prize': '5000.00000000'}]",2018년 11월 17일 추첨
834,"[6, 8, 18, 35, 42, 43]",3,"[{'rank': '1등', 'winners': '18,597,630,381원', 'prize_amount': '11', 'winners_per_prize': '1690693671.00000000'}, {'rank': '2등', 'winners': '3,099,605,068원', 'prize_amount': '47', 'winners_per_prize': '65949044.00000000'}, {'rank': '3등', 'winners': '3,099,606,468원', 'prize_amount': '1,967', 'winners_per_prize': '1575804.00000000'}, {'rank': '4등', 'winners': '4,956,600,000원', 'prize_amount': '99,132', 'winners_per_prize': '50000.00000000'}, {'rank': '5등', 'winners': '8,217,455,000원', 'prize_amount': '1,643,491', 'winners_per_prize': '5000.00000000'}]",2018년 11월 24일 추첨
835,"[9, 10, 13, 28, 38, 45]",35,"[{'rank': '1등', 'winners': '18,505,216,875원', 'prize_amount': '15', 'winners_per_prize': '1233681125.00000000'}, {'rank': '2등', 'winners': '3,084,202,838원', 'prize_amount': '58', 'winners_per_prize': '53175911.00000000'}, {'rank': '3등', 'winners': '3,084,203,514원', 'prize_amount': '2,306', 'winners_per_prize': '1337469.00000000'}, {'rank': '4등', 'winners': '5,338,150,000원', 'prize_amount': '106,763', 'winners_per_prize': '50000.00000000'}, {'rank': '5등', 'winners': '8,835,445,000원', 'prize_amount': '1,767,089', 'winners_per_prize': '5000.00000000'}]",2018년 12월 01일 추첨
836,"[1, 9, 11, 14, 26, 28]",19,"[{'rank': '1등', 'winners': '17,609,811,380원', 'prize_amount': '14', 'winners_per_prize': '1257843670.00000000'}, {'rank': '2등', 'winners': '2,934,968,586원', 'prize_amount': '62', 'winners_per_prize': '47338203.00000000'}, {'rank': '3등', 'winners': '2,934,969,900원', 'prize_amount': '2,230', 'winners_per_prize': '1316130.00000000'}, {'rank': '4등', 'winners': '5,192,300,000원', 'prize_amount': '103,846', 'winners_per_prize': '50000.00000000'}, {'rank': '5등', 'winners': '8,596,300,000원', 'prize_amount': '1,719,260', 'winners_per_prize': '5000.00000000'}]",2018년 12월 08일 추첨
837,"[2, 25, 28, 30, 33, 45]",6,"[{'rank': '1등', 'winners': '18,866,694,750원', 'prize_amount': '6', 'winners_per_prize': '3144449125.00000000'}, {'rank': '2등', 'winners': '3,144,449,131원', 'prize_amount': '47', 'winners_per_prize': '66903173.00000000'}, {'rank': '3등', 'winners': '3,144,450,176원', 'prize_amount': '2,012', 'winners_per_prize': '1562848.00000000'}, {'rank': '4등', 'winners': '4,866,700,000원', 'prize_amount': '97,334', 'winners_per_prize': '50000.00000000'}, {'rank': '5등', 'winners': '8,284,795,000원', 'prize_amount': '1,656,959', 'winners_per_prize': '5000.00000000'}]",2018년 12월 15일 추첨
838,"[9, 14, 17, 33, 36, 38]",20,"[{'rank': '1등', 'winners': '19,068,665,250원', 'prize_amount': '5', 'winners_per_prize': '3813733050.00000000'}, {'rank': '2등', 'winners': '3,178,110,900원', 'prize_amount': '68', 'winners_per_prize': '46736925.00000000'}, {'rank': '3등', 'winners': '3,178,112,040원', 'prize_amount': '2,220', 'winners_per_prize': '1431582.00000000'}, {'rank': '4등', 'winners': '5,394,850,000원', 'prize_amount': '107,897', 'winners_per_prize': '50000.00000000'}, {'rank': '5등', 'winners': '8,887,505,000원', 'prize_amount': '1,777,501', 'winners_per_prize': '5000.00000000'}]",2018년 12월 22일 추첨
839,"[3, 9, 11, 12, 13, 19]",35,"[{'rank': '1등', 'winners': '17,672,913,752원', 'prize_amount': '13', 'winners_per_prize': '1359454904.00000000'}, {'rank': '2등', 'winners': '2,945,485,632원', 'prize_amount': '48', 'winners_per_prize': '61364284.00000000'}, {'rank': '3등', 'winners': '2,945,486,232원', 'prize_amount': '2,664', 'winners_per_prize': '1105663.00000000'}, {'rank': '4등', 'winners': '6,311,350,000원', 'prize_amount': '126,227', 'winners_per_prize': '50000.00000000'}, {'rank': '5등', 'winners': '9,734,620,000원', 'prize_amount': '1,946,924', 'winners_per_prize': '5000.00000000'}]",2018년 12월 29일 추첨
840,"[2, 4, 11, 28, 29, 43]",27,"[{'rank': '1등', 'winners': '20,429,617,880원', 'prize_amount': '10', 'winners_per_prize': '2042961788.00000000'}, {'rank': '2등', 'winners': '3,404,936,358원', 'prize_amount': '51', 'winners_per_prize': '66763458.00000000'}, {'rank': '3등', 'winners': '3,404,937,900원', 'prize_amount': '2,275', 'winners_per_prize': '1496676.00000000'}, {'rank': '4등', 'winners': '5,529,300,000원', 'prize_amount': '110,586', 'winners_per_prize': '50000.00000000'}, {'rank': '5등', 'winners': '9,260,095,000원', 'prize_amount': '1,852,019', 'winners_per_prize': '5000.00000000'}]",2019년 01월 05일 추첨
841,"[5, 11, 14, 30, 33, 38]",24,"[{'rank': '1등', 'winners': '18,973,627,138원', 'prize_amount': '17', 'winners_per_prize': '1116095714.00000000'}, {'rank': '2등', 'winners': '3,162,271,200원', 'prize_amount': '88', 'winners_per_prize': '35934900.00000000'}, {'rank': '3등', 'winners': '3,162,272,610원', 'prize_amount': '2,490', 'winners_per_prize': '1269989.00000000'}, {'rank': '4등', 'winners': '5,982,400,000원', 'prize_amount': '119,648', 'winners_per_prize': '50000.00000000'}, {'rank': '5등', 'winners': '9,509,825,000원', 'prize_amount': '1,901,965', 'winners_per_prize': '5000.00000000'}]",2019년 01월 12일 추첨
842,"[14, 26, 32, 36, 39, 42]",38,"[{'rank': '1등', 'winners': '20,354,750,250원', 'prize_amount': '10', 'winners_per_prize': '2035475025.00000000'}, {'rank': '2등', 'winners': '3,392,458,398원', 'prize_amount': '42', 'winners_per_prize': '80772819.00000000'}, {'rank': '3등', 'winners': '3,392,459,654원', 'prize_amount': '2,039', 'winners_per_prize': '1663786.00000000'}, {'rank': '4등', 'winners': '5,159,500,000원', 'prize_amount': '103,190', 'winners_per_prize': '50000.00000000'}, {'rank': '5등', 'winners': '8,679,555,000원', 'prize_amount': '1,735,911', 'winners_per_prize': '5000.00000000'}]",2019년 01월 19일 추첨
843,"[19, 21, 30, 33, 34, 42]",4,"[{'rank': '1등', 'winners': '20,064,850,500원', 'prize_amount': '5', 'winners_per_prize': '4012970100.00000000'}, {'rank': '2등', 'winners': '3,344,141,788원', 'prize_amount': '52', 'winners_per_prize': '64310419.00000000'}, {'rank': '3등', 'winners': '3,344,142,802원', 'prize_amount': '2,002', 'winners_per_prize': '1670401.00000000'}, {'rank': '4등', 'winners': '5,285,850,000원', 'prize_amount': '105,717', 'winners_per_prize': '50000.00000000'}, {'rank': '5등', 'winners': '8,889,765,000원', 'prize_amount': '1,777,953', 'winners_per_prize': '5000.00000000'}]",2019년 01월 26일 추첨
844,"[7, 8, 13, 15, 33, 45]",18,"[{'rank': '1등', 'winners': '20,933,343,756원', 'prize_amount': '18', 'winners_per_prize': '1162963542.00000000'}, {'rank': '2등', 'winners': '3,488,890,679원', 'prize_amount': '73', 'winners_per_prize': '47793023.00000000'}, {'rank': '3등', 'winners': '3,488,892,480원', 'prize_amount': '2,406', 'winners_per_prize': '1450080.00000000'}, {'rank': '4등', 'winners': '6,003,900,000원', 'prize_amount': '120,078', 'winners_per_prize': '50000.00000000'}, {'rank': '5등', 'winners': '9,987,780,000원', 'prize_amount': '1,997,556', 'winners_per_prize': '5000.00000000'}]",2019년 02월 02일 추첨
845,"[1, 16, 29, 33, 40, 45]",6,"[{'rank': '1등', 'winners': '20,803,389,002원', 'prize_amount': '11', 'winners_per_prize': '1891217182.00000000'}, {'rank': '2등', 'winners': '3,467,231,544원', 'prize_amount': '56', 'winners_per_prize': '61914849.00000000'}, {'rank': '3등', 'winners': '3,467,233,096원', 'prize_amount': '2,038', 'winners_per_prize': '1701292.00000000'}, {'rank': '4등', 'winners': '5,289,500,000원', 'prize_amount': '105,790', 'winners_per_prize': '50000.00000000'}, {'rank': '5등', 'winners': '8,914,665,000원', 'prize_amount': '1,782,933', 'winners_per_prize': '5000.00000000'}]",2019년 02월 09일 추첨
846,"[5, 18, 30, 41, 43, 45]",13,"[{'rank': '1등', 'winners': '20,759,497,135원', 'prize_amount': '13', 'winners_per_prize': '1596884395.00000000'}, {'rank': '2등', 'winners': '3,459,916,197원', 'prize_amount': '69', 'winners_per_prize': '50143713.00000000'}, {'rank': '3등', 'winners': '3,459,916,329원', 'prize_amount': '1,997', 'winners_per_prize': '1732557.00000000'}, {'rank': '4등', 'winners': '5,300,450,000원', 'prize_amount': '106,009', 'winners_per_prize': '50000.00000000'}, {'rank': '5등', 'winners': '8,988,640,000원', 'prize_amount': '1,797,728', 'winners_per_prize': '5000.00000000'}]",2019년 02월 16일 추첨
847,"[12, 16, 26, 28, 30, 42]",22,"[{'rank': '1등', 'winners': '20,166,773,256원', 'prize_amount': '8', 'winners_per_prize': '2520846657.00000000'}, {'rank': '2등', 'winners': '3,361,128,880원', 'prize_amount': '40', 'winners_per_prize': '84028222.00000000'}, {'rank': '3등', 'winners': '3,361,130,703원', 'prize_amount': '2,443', 'winners_per_prize': '1375821.00000000'}, {'rank': '4등', 'winners': '5,716,200,000원', 'prize_amount': '114,324', 'winners_per_prize': '50000.00000000'}, {'rank': '5등', 'winners': '9,286,025,000원', 'prize_amount': '1,857,205', 'winners_per_prize': '5000.00000000'}]",2019년 02월 23일 추첨
848,"[1, 2, 16, 22, 38, 39]",34,"[{'rank': '1등', 'winners': '21,081,066,006원', 'prize_amount': '7', 'winners_per_prize': '3011580858.00000000'}, {'rank': '2등', 'winners': '3,513,511,008원', 'prize_amount': '42', 'winners_per_prize': '83655024.00000000'}, {'rank': '3등', 'winners': '3,513,511,749원', 'prize_amount': '2,109', 'winners_per_prize': '1665961.00000000'}, {'rank': '4등', 'winners': '5,192,250,000원', 'prize_amount': '103,845', 'winners_per_prize': '50000.00000000'}, {'rank': '5등', 'winners': '8,961,295,000원', 'prize_amount': '1,792,259', 'winners_per_prize': '5000.00000000'}]",2019년 03월 02일 추첨
849,"[5, 13, 17, 29, 34, 39]",3,"[{'rank': '1등', 'winners': '19,690,299,011원', 'prize_amount': '17', 'winners_per_prize': '1158252883.00000000'}, {'rank': '2등', 'winners': '3,281,716,536원', 'prize_amount': '56', 'winners_per_prize': '58602081.00000000'}, {'rank': '3등', 'winners': '3,281,716,656원', 'prize_amount': '2,682', 'winners_per_prize': '1223608.00000000'}, {'rank': '4등', 'winners': '5,656,250,000원', 'prize_amount': '113,125', 'winners_per_prize': '50000.00000000'}, {'rank': '5등', 'winners': '9,256,855,000원', 'prize_amount': '1,851,371', 'winners_per_prize': '5000.00000000'}]",2019년 03월 09일 추첨
850,"[16, 20, 24, 28, 36, 39]",5,"[{'rank': '1등', 'winners': '20,265,527,250원', 'prize_amount': '6', 'winners_per_prize': '3377587875.00000000'}, {'rank': '2등', 'winners': '3,377,587,895원', 'prize_amount': '55', 'winners_per_prize': '61410689.00000000'}, {'rank': '3등', 'winners': '3,377,588,662원', 'prize_amount': '2,023', 'winners_per_prize': '1669594.00000000'}, {'rank': '4등', 'winners': '5,079,550,000원', 'prize_amount': '101,591', 'winners_per_prize': '50000.00000000'}, {'rank': '5등', 'winners': '8,636,835,000원', 'prize_amount': '1,727,367', 'winners_per_prize': '5000.00000000'}]",2019년 03월 16일 추첨
851,"[14, 18, 22, 26, 31, 44]",40,"[{'rank': '1등', 'winners': '19,869,538,504원', 'prize_amount': '8', 'winners_per_prize': '2483692313.00000000'}, {'rank': '2등', 'winners': '3,311,589,750원', 'prize_amount': '70', 'winners_per_prize': '47308425.00000000'}, {'rank': '3등', 'winners': '3,311,589,897원', 'prize_amount': '2,101', 'winners_per_prize': '1576197.00000000'}, {'rank': '4등', 'winners': '5,306,600,000원', 'prize_amount': '106,132', 'winners_per_prize': '50000.00000000'}, {'rank': '5등', 'winners': '8,750,240,000원', 'prize_amount': '1,750,048', 'winners_per_prize': '5000.00000000'}]",2019년 03월 23일 추첨
852,"[11, 17, 28, 30, 33, 35]",9,"[{'rank': '1등', 'winners': '19,206,173,628원', 'prize_amount': '4', 'winners_per_prize': '4801543407.00000000'}, {'rank': '2등', 'winners': '3,201,028,984원', 'prize_amount': '67', 'winners_per_prize': '47776552.00000000'}, {'rank': '3등', 'winners': '3,201,030,264원', 'prize_amount': '2,328', 'winners_per_prize': '1375013.00000000'}, {'rank': '4등', 'winners': '5,742,500,000원', 'prize_amount': '114,850', 'winners_per_prize': '50000.00000000'}, {'rank': '5등', 'winners': '9,384,665,000원', 'prize_amount': '1,876,933', 'winners_per_prize': '5000.00000000'}]",2019년 03월 30일 추첨
853,"[2, 8, 23, 26, 27, 44]",13,"[{'rank': '1등', 'winners': '20,195,047,502원', 'prize_amount': '7', 'winners_per_prize': '2885006786.00000000'}, {'rank': '2등', 'winners': '3,365,841,330원', 'prize_amount': '90', 'winners_per_prize': '37398237.00000000'}, {'rank': '3등', 'winners': '3,365,842,380원', 'prize_amount': '2,018', 'winners_per_prize': '1667910.00000000'}, {'rank': '4등', 'winners': '5,257,900,000원', 'prize_amount': '105,158', 'winners_per_prize': '50000.00000000'}, {'rank': '5등', 'winners': '8,937,555,000원', 'prize_amount': '1,787,511', 'winners_per_prize': '5000.00000000'}]",2019년 04월 06일 추첨
854,"[20, 25, 31, 32, 36, 43]",3,"[{'rank': '1등', 'winners': '20,530,240,500원', 'prize_amount': '6', 'winners_per_prize': '3421706750.00000000'}, {'rank': '2등', 'winners': '3,421,706,772원', 'prize_amount': '44', 'winners_per_prize': '77766063.00000000'}, {'rank': '3등', 'winners': '3,421,708,040원', 'prize_amount': '1,865', 'winners_per_prize': '1834696.00000000'}, {'rank': '4등', 'winners': '4,957,600,000원', 'prize_amount': '99,152', 'winners_per_prize': '50000.00000000'}, {'rank': '5등', 'winners': '8,580,415,000원', 'prize_amount': '1,716,083', 'winners_per_prize': '5000.00000000'}]",2019년 04월 13일 추첨
855,"[8, 15, 17, 19, 43, 44]",7,"[{'rank': '1등', 'winners': '20,425,594,500원', 'prize_amount': '9', 'winners_per_prize': '2269510500.00000000'}, {'rank': '2등', 'winners': '3,404,265,796원', 'prize_amount': '61', 'winners_per_prize': '55807636.00000000'}, {'rank': '3등', 'winners': '3,404,267,508원', 'prize_amount': '2,022', 'winners_per_prize': '1683614.00000000'}, {'rank': '4등', 'winners': '5,126,600,000원', 'prize_amount': '102,532', 'winners_per_prize': '50000.00000000'}, {'rank': '5등', 'winners': '8,826,640,000원', 'prize_amount': '1,765,328', 'winners_per_prize': '5000.00000000'}]",2019년 04월 20일 추첨
856,"[10, 24, 40, 41, 43, 44]",17,"[{'rank': '1등', 'winners': '19,889,637,750원', 'prize_amount': '5', 'winners_per_prize': '3977927550.00000000'}, {'rank': '2등', 'winners': '3,314,939,643원', 'prize_amount': '53', 'winners_per_prize': '62546031.00000000'}, {'rank': '3등', 'winners': '3,314,941,058원', 'prize_amount': '1,949', 'winners_per_prize': '1700842.00000000'}, {'rank': '4등', 'winners': '5,226,850,000원', 'prize_amount': '104,537', 'winners_per_prize': '50000.00000000'}, {'rank': '5등', 'winners': '8,501,845,000원', 'prize_amount': '1,700,369', 'winners_per_prize': '5000.00000000'}]",2019년 04월 27일 추첨
857,"[6, 10, 16, 28, 34, 38]",43,"[{'rank': '1등', 'winners': '19,273,731,375원', 'prize_amount': '15', 'winners_per_prize': '1284915425.00000000'}, {'rank': '2등', 'winners': '3,212,288,572원', 'prize_amount': '62', 'winners_per_prize': '51811106.00000000'}, {'rank': '3등', 'winners': '3,212,288,838원', 'prize_amount': '2,367', 'winners_per_prize': '1357114.00000000'}, {'rank': '4등', 'winners': '5,598,550,000원', 'prize_amount': '111,971', 'winners_per_prize': '50000.00000000'}, {'rank': '5등', 'winners': '9,169,700,000원', 'prize_amount': '1,833,940', 'winners_per_prize': '5000.00000000'}]",2019년 05월 04일 추첨
858,"[9, 13, 32, 38, 39, 43]",23,"[{'rank': '1등', 'winners': '19,821,127,131원', 'prize_amount': '9', 'winners_per_prize': '2202347459.00000000'}, {'rank': '2등', 'winners': '3,303,521,208원', 'prize_amount': '41', 'winners_per_prize': '80573688.00000000'}, {'rank': '3등', 'winners': '3,303,522,425원', 'prize_amount': '2,075', 'winners_per_prize': '1592059.00000000'}, {'rank': '4등', 'winners': '5,308,800,000원', 'prize_amount': '106,176', 'winners_per_prize': '50000.00000000'}, {'rank': '5등', 'winners': '8,946,475,000원', 'prize_amount': '1,789,295', 'winners_per_prize': '5000.00000000'}]",2019년 05월 11일 추첨
859,"[8, 22, 35, 38, 39, 41]",24,"[{'rank': '1등', 'winners': '20,393,202,379원', 'prize_amount': '11', 'winners_per_prize': '1853927489.00000000'}, {'rank': '2등', 'winners': '3,398,867,103원', 'prize_amount': '51', 'winners_per_prize': '66644453.00000000'}, {'rank': '3등', 'winners': '3,398,868,210원', 'prize_amount': '1,895', 'winners_per_prize': '1793598.00000000'}, {'rank': '4등', 'winners': '4,886,450,000원', 'prize_amount': '97,729', 'winners_per_prize': '50000.00000000'}, {'rank': '5등', 'winners': '8,394,725,000원', 'prize_amount': '1,678,945', 'winners_per_prize': '5000.00000000'}]",2019년 05월 18일 추첨
860,"[4, 8, 18, 25, 27, 32]",42,"[{'rank': '1등', 'winners': '18,798,998,250원', 'prize_amount': '10', 'winners_per_prize': '1879899825.00000000'}, {'rank': '2등', 'winners': '3,133,166,404원', 'prize_amount': '62', 'winners_per_prize': '50534942.00000000'}, {'rank': '3등', 'winners': '3,133,167,687원', 'prize_amount': '2,339', 'winners_per_prize': '1339533.00000000'}, {'rank': '4등', 'winners': '6,443,350,000원', 'prize_amount': '128,867', 'winners_per_prize': '50000.00000000'}, {'rank': '5등', 'winners': '9,414,655,000원', 'prize_amount': '1,882,931', 'winners_per_prize': '5000.00000000'}]",2019년 05월 25일 추첨
861,"[11, 17, 19, 21, 22, 25]",24,"[{'rank': '1등', 'winners': '19,488,435,376원', 'prize_amount': '4', 'winners_per_prize': '4872108844.00000000'}, {'rank': '2등', 'winners': '3,248,072,620원', 'prize_amount': '65', 'winners_per_prize': '49970348.00000000'}, {'rank': '3등', 'winners': '3,248,073,744원', 'prize_amount': '2,256', 'winners_per_prize': '1439749.00000000'}, {'rank': '4등', 'winners': '5,432,200,000원', 'prize_amount': '108,644', 'winners_per_prize': '50000.00000000'}, {'rank': '5등', 'winners': '9,099,495,000원', 'prize_amount': '1,819,899', 'winners_per_prize': '5000.00000000'}]",2019년 06월 01일 추첨
862,"[10, 34, 38, 40, 42, 43]",32,"[{'rank': '1등', 'winners': '19,718,304,381원', 'prize_amount': '9', 'winners_per_prize': '2190922709.00000000'}, {'rank': '2등', 'winners': '3,286,384,101원', 'prize_amount': '63', 'winners_per_prize': '52164827.00000000'}, {'rank': '3등', 'winners': '3,286,384,590원', 'prize_amount': '2,042', 'winners_per_prize': '1609395.00000000'}, {'rank': '4등', 'winners': '5,238,250,000원', 'prize_amount': '104,765', 'winners_per_prize': '50000.00000000'}, {'rank': '5등', 'winners': '8,775,180,000원', 'prize_amount': '1,755,036', 'winners_per_prize': '5000.00000000'}]",2019년 06월 08일 추첨
863,"[16, 21, 28, 35, 39, 43]",12,"[{'rank': '1등', 'winners': '19,973,501,254원', 'prize_amount': '7', 'winners_per_prize': '2853357322.00000000'}, {'rank': '2등', 'winners': '3,328,916,928원', 'prize_amount': '64', 'winners_per_prize': '52014327.00000000'}, {'rank': '3등', 'winners': '3,328,917,408원', 'prize_amount': '2,042', 'winners_per_prize': '1630224.00000000'}, {'rank': '4등', 'winners': '5,247,450,000원', 'prize_amount': '104,949', 'winners_per_prize': '50000.00000000'}, {'rank': '5등', 'winners': '8,765,485,000원', 'prize_amount': '1,753,097', 'winners_per_prize': '5000.00000000'}]",2019년 06월 15일 추첨
